item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q7301733,Rebecca Evans,Q32947404,Minister for Social Services & Public Health,2016-05-19T00:00:00Z,2017-11-03T00:00:00Z,,,,,,,,,,http://gov.wales/newsroom/firstminister/2016/taking-wales-forward/?lang=en,,,Q7301733-a61e2569-48f1-e586-ad8f-be40b267523e
Q7321239,Rhodri Glyn Thomas,Q25713775,Minister for Heritage,2007-07-11T00:00:00Z,2008-07-18T00:00:00Z,,,,,,Q3405595,Alun Ffred Jones,,,,,,Q7321239-077A30AA-7481-413D-B9B4-317CA6E2C594
Q333141,Rhodri Morgan,Q18996,First Minister of Wales,2000-02-09T00:00:00Z,2009-12-09T00:00:00Z,,,2,Q19397,Alun Michael,Q111840,Carwyn Jones,,,,,,Q333141-25F02E74-CD0C-4083-8C29-5E1030C6BD9A
Q333141,Rhodri Morgan,Q33105970,Secretary for Economic Development and European Affairs,1999-05-12T00:00:00Z,2000-02-09T00:00:00Z,,,,,,,,,,,,,Q333141-beefb8fc-4a01-fbc5-0ce3-2884fa3a8348
Q7368324,Rosemary Butler,Q33106014,Secretary for Education,1999-05-12T00:00:00Z,2000-02-09T00:00:00Z,,,,,,,,,,,,,Q7368324-a4ce13c0-4f32-d1df-a66f-c02a9bce2246
Q7634083,Sue Essex,Q32859668,"Minister for Environment, Transport and Planning",2000-02-09T00:00:00Z,2003-05-01T00:00:00Z,,,,,,,,,,,,,Q7634083-649846d5-4603-37c7-bfd7-c0b85c442586
Q7634083,Sue Essex,Q33106302,Minister for Finance and Local Government,2003-05-01T00:00:00Z,2007-05-03T00:00:00Z,,,,,,,,,,,,,Q7634083-7000b2b2-4987-b315-471d-7e3f27e84820
Q7781834,Theodore Huckle,Q5176615,Counsel General for Wales,2011-05-27T00:00:00Z,2016-05-19T00:00:00Z,,,,,,,,,,http://www.bbc.co.uk/news/uk-wales-13581717,,,Q7781834-5bb2b404-4917-c86a-4f4f-ef95535a2ee6
Q7816884,Tom Middlehurst,Q33106025,Secretary for Education and Training (Post-16),1999-05-12T00:00:00Z,2000-02-09T00:00:00Z,,,,,,,,,,,,,Q7816884-ecf0f7c4-4b98-98ca-9618-e5f284d499e0
Q7917285,Vaughan Gething,Q45346940,Cabinet Secretary for Health and Social Services,2017-11-03T00:00:00Z,2018-12-12T00:00:00Z,,,,,,,,,,http://gov.wales/newsroom/firstminister/2017/171103wg/?lang=en,,,Q7917285-eaed9119-4b76-629d-0dff-657c137d9410
Q7917285,Vaughan Gething,Q32947395,"Cabinet Secretary for Health, Well-being & Sport",2016-05-19T00:00:00Z,2017-11-03T00:00:00Z,,,,,,,,,,http://gov.wales/newsroom/firstminister/2016/taking-wales-forward/?lang=en,,,Q7917285-2e4efbf0-4b59-1607-b669-a7edb145c5f1
Q7917285,Vaughan Gething,Q107583548,Minister for Economy,2021-05-13T00:00:00Z,,,,,,,,,,,https://gov.wales/cabinet-members-and-ministers,Vaughan Gething,Minister for Economy,Q7917285-ac90ddc3-42b0-8eae-3651-c523399b3cb5
Q7917285,Vaughan Gething,Q60368713,Minister for Health and Social Services,2018-12-13T00:00:00Z,2021-05-13T00:00:00Z,,,,,,Q336521,"Eluned Morgan, Baroness Morgan of Ely",,,https://gov.wales/newsroom/firstminister/2018/181213-first-minister-announces-new-cabinet/?skip=1&lang=en,,,Q7917285-e54845c6-4b12-b8c2-7727-de3423adc82d
